Timeframe,Symbol,Direction,Entry Time,Exit Time,Entry Price,Exit Price,Gross PnL %,Net PnL %,Status,Exit Reason,Regime,Regime Reason,Triggered Rules
1d,ADAUSDT,Bearish,2022-09-27T00:00:00+00:00,2024-04-02T00:00:00+00:00,0.447,0.5809,-29.96,-30.08,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.32 >= 20.00,"ema_trend:-0.14, higher_tf_trend:-0.30, rsi_momentum:-0.05"
1d,BTCUSDT,Bearish,2022-10-02T00:00:00+00:00,2022-10-26T00:00:00+00:00,19304.0,20765.506777853938,-7.57,-7.69,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.02 >= 20.00,"ema_trend:-0.21, higher_tf_trend:-0.30, rsi_momentum:-0.04"
1d,BTCUSDT,Bearish,2022-11-10T00:00:00+00:00,2022-11-11T00:00:00+00:00,15905.0,17442.269486428362,-9.67,-9.79,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 22.37 >= 20.00,"ema_trend:-0.04, higher_tf_trend:-0.30, rsi_momentum:-0.20, volume_confirmation:-0.20"
1d,BTCUSDT,Bearish,2022-11-12T00:00:00+00:00,2024-04-02T00:00:00+00:00,17058.3,65505.3,-284.01,-284.13,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 26.67 >= 20.00,"ema_trend:-0.10, higher_tf_trend:-0.30, rsi_momentum:-0.14, volume_confirmation:0.20"
1d,ETHUSDT,Bearish,2022-10-02T00:00:00+00:00,2022-10-25T00:00:00+00:00,1311.31,1451.9206650688905,-10.72,-10.84,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 33.08 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,ETHUSDT,Bearish,2022-11-20T00:00:00+00:00,2024-04-02T00:00:00+00:00,1216.91,3280.76,-169.60,-169.72,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 38.84 >= 20.00,"ema_trend:-0.22, higher_tf_trend:-0.30, rsi_momentum:-0.09"
1d,SOLUSDT,Bearish,2022-10-22T00:00:00+00:00,2022-10-25T00:00:00+00:00,28.08,30.64774505906726,-9.14,-9.26,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.87 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.15"
1d,SOLUSDT,Bearish,2022-10-26T00:00:00+00:00,2022-10-29T00:00:00+00:00,30.85,33.58786694689765,-8.87,-8.99,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.88 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30"
1d,BNBUSDT,Bearish,2022-10-17T00:00:00+00:00,2022-10-25T00:00:00+00:00,272.31,286.68339507949446,-5.28,-5.40,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.58 >= 20.00,"ema_trend:-0.05, higher_tf_trend:-0.30, rsi_momentum:-0.04"
1d,BNBUSDT,Bearish,2022-10-26T00:00:00+00:00,2022-10-28T00:00:00+00:00,284.04,297.0399074696295,-4.58,-4.70,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.72 >= 20.00,"ema_trend:-0.04, higher_tf_trend:-0.30, rsi_momentum:0.09"
1d,BNBUSDT,Bullish,2022-11-02T00:00:00+00:00,2022-11-04T00:00:00+00:00,323.67,350.46033760534334,8.28,8.24,win,take_profit,BULL_TREND,EMA(9) > EMA(21) and ADX 29.97 >= 20.00,"ema_trend:0.13, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.20"
1d,BNBUSDT,Bullish,2022-11-05T00:00:00+00:00,2022-11-07T00:00:00+00:00,354.36,333.2796886008408,-5.95,-6.07,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 36.82 >= 20.00,"ema_trend:0.22, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.18"
1d,BNBUSDT,Bearish,2022-11-19T00:00:00+00:00,2022-11-25T00:00:00+00:00,273.89,305.80758981939175,-11.65,-11.77,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 29.84 >= 20.00,"higher_tf_trend:-0.30, rsi_momentum:-0.07"
1d,BNBUSDT,Bearish,2022-11-26T00:00:00+00:00,2024-04-02T00:00:00+00:00,300.43,551.83,-83.68,-83.80,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 24.28 >= 20.00,"ema_trend:-0.03, higher_tf_trend:-0.30, rsi_momentum:0.04"
1d,XRPUSDT,Bearish,2022-11-25T00:00:00+00:00,2024-04-02T00:00:00+00:00,0.4017,0.5858,-45.83,-45.95,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 39.17 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30"
1d,ADAUSDT,Bearish,2022-10-02T00:00:00+00:00,2022-10-13T00:00:00+00:00,0.4298,0.3752627233653829,12.69,12.65,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.73 >= 20.00,"ema_trend:-0.18, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,ADAUSDT,Bearish,2022-10-14T00:00:00+00:00,2022-10-21T00:00:00+00:00,0.3764,0.3303297214659174,12.24,12.20,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 30.36 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.20"
1d,ADAUSDT,Bearish,2022-10-22T00:00:00+00:00,2022-10-25T00:00:00+00:00,0.3489,0.3770109934834088,-8.06,-8.18,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 41.08 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.20"
1d,ADAUSDT,Bearish,2022-10-26T00:00:00+00:00,2022-10-29T00:00:00+00:00,0.3999,0.43109298169720006,-7.80,-7.92,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 39.57 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:0.03"
1d,ADAUSDT,Bearish,2022-11-20T00:00:00+00:00,2024-04-02T00:00:00+00:00,0.3279,0.5809,-77.16,-77.28,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 33.11 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,BTCUSDT,Bearish,2022-12-02T00:00:00+00:00,2022-12-13T00:00:00+00:00,16970.5,17967.5704649921,-5.88,-6.00,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 42.40 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.02"
1d,BTCUSDT,Bearish,2022-12-19T00:00:00+00:00,2023-01-11T00:00:00+00:00,16730.3,17520.184242652736,-4.72,-4.84,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.18 >= 20.00,"ema_trend:-0.14, higher_tf_trend:-0.30, rsi_momentum:-0.05"
1d,BTCUSDT,Bullish,2023-01-15T00:00:00+00:00,2023-01-20T00:00:00+00:00,20962.8,22194.25842251278,5.87,5.83,win,take_profit,BULL_TREND,EMA(9) > EMA(21) and ADX 29.47 >= 20.00,"ema_trend:0.09, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.20"
1d,BTCUSDT,Bullish,2023-01-22T00:00:00+00:00,2024-04-02T00:00:00+00:00,22781.9,65505.3,187.53,187.41,break_even,force_close,BULL_TREND,EMA(9) > EMA(21) and ADX 47.99 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.12"
1d,ETHUSDT,Bearish,2022-12-02T00:00:00+00:00,2023-01-11T00:00:00+00:00,1275.7,1386.2164453159246,-8.66,-8.78,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 35.68 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:0.01"
1d,ETHUSDT,Bullish,2023-01-16T00:00:00+00:00,2023-01-20T00:00:00+00:00,1553.47,1679.393129210381,8.11,8.07,win,take_profit,BULL_TREND,EMA(9) > EMA(21) and ADX 36.63 >= 20.00,"ema_trend:0.18, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.20"
1d,SOLUSDT,Bearish,2022-12-26T00:00:00+00:00,2022-12-28T00:00:00+00:00,11.373,9.376571948713272,17.55,17.51,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 36.64 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.17"
1d,BNBUSDT,Bearish,2022-12-17T00:00:00+00:00,2022-12-18T00:00:00+00:00,230.74,254.07254741154898,-10.11,-10.23,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.02 >= 20.00,"ema_trend:-0.12, higher_tf_trend:-0.30, rsi_momentum:-0.20"
1d,BNBUSDT,Bearish,2022-12-19T00:00:00+00:00,2023-01-08T00:00:00+00:00,250.78,275.1238546558764,-9.71,-9.83,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 25.77 >= 20.00,"ema_trend:-0.17, higher_tf_trend:-0.30, rsi_momentum:-0.12, volume_confirmation:0.20"
1d,XRPUSDT,Bearish,2022-12-02T00:00:00+00:00,2022-12-19T00:00:00+00:00,0.3966,0.33444444794219097,15.67,15.63,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 30.99 >= 20.00,"ema_trend:-0.19, higher_tf_trend:-0.30, rsi_momentum:-0.00"
1d,XRPUSDT,Bearish,2022-12-20T00:00:00+00:00,2022-12-26T00:00:00+00:00,0.3385,0.36725481635390256,-8.49,-8.61,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 35.32 >= 20.00,"ema_trend:-0.23, higher_tf_trend:-0.30, rsi_momentum:-0.18"
1d,XRPUSDT,Bearish,2022-12-27T00:00:00+00:00,2023-01-02T00:00:00+00:00,0.3655,0.32860529062745036,10.09,10.05,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 39.91 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.01"
1d,XRPUSDT,Bearish,2023-01-03T00:00:00+00:00,2023-01-11T00:00:00+00:00,0.3479,0.37479163153611694,-7.73,-7.85,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 39.27 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.05"
1d,XRPUSDT,Bearish,2023-01-12T00:00:00+00:00,2023-01-14T00:00:00+00:00,0.3727,0.39764971111796205,-6.69,-6.81,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 45.16 >= 20.00,"ema_trend:-0.20, higher_tf_trend:-0.30, rsi_momentum:0.09"
1d,ADAUSDT,Bearish,2022-12-02T00:00:00+00:00,2022-12-16T00:00:00+00:00,0.3143,0.2739621966727182,12.83,12.79,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 39.69 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.08"
1d,ADAUSDT,Bearish,2022-12-17T00:00:00+00:00,2023-01-08T00:00:00+00:00,0.2631,0.2865810523338863,-8.92,-9.04,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 32.96 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.20"
1d,BTCUSDT,Bullish,2023-02-17T00:00:00+00:00,2023-03-03T00:00:00+00:00,23526.6,22180.106744613164,-5.72,-5.84,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 37.72 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.30, rsi_momentum:0.10, volume_confirmation:0.16"
1d,BTCUSDT,Bearish,2023-03-04T00:00:00+00:00,2023-03-09T00:00:00+00:00,22342.8,20232.102944121925,9.45,9.41,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 28.21 >= 20.00,"ema_trend:0.21, higher_tf_trend:-0.30, rsi_momentum:-0.06"
1d,BTCUSDT,Bearish,2023-03-10T00:00:00+00:00,2023-03-12T00:00:00+00:00,20348.3,21664.736540123304,-6.47,-6.59,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 22.10 >= 20.00,"ema_trend:0.08, higher_tf_trend:-0.30, rsi_momentum:-0.20"
1d,BTCUSDT,Bearish,2023-03-13T00:00:00+00:00,2023-03-14T00:00:00+00:00,21986.2,23414.546202132253,-6.50,-6.62,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 22.61 >= 20.00,"higher_tf_trend:-0.30, rsi_momentum:-0.02"
1d,BTCUSDT,Bullish,2023-03-19T00:00:00+00:00,2024-04-02T00:00:00+00:00,26907.0,65505.3,143.45,143.33,break_even,force_close,BULL_TREND,EMA(9) > EMA(21) and ADX 29.27 >= 20.00,"ema_trend:0.20, higher_tf_trend:-0.30, rsi_momentum:0.19, volume_confirmation:0.16"
1d,BNBUSDT,Bearish,2023-02-15T00:00:00+00:00,2023-02-16T00:00:00+00:00,296.06,318.0203640480706,-7.42,-7.54,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 31.65 >= 20.00,"ema_trend:0.18, higher_tf_trend:-0.30, rsi_momentum:-0.06, volume_confirmation:-0.20"
1d,BNBUSDT,Bearish,2023-02-18T00:00:00+00:00,2023-03-09T00:00:00+00:00,312.94,277.30844306836127,11.39,11.35,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 28.07 >= 20.00,"ema_trend:0.16, higher_tf_trend:-0.30, rsi_momentum:0.01, volume_confirmation:-0.15"
1d,BNBUSDT,Bearish,2023-03-12T00:00:00+00:00,2023-03-13T00:00:00+00:00,275.82,292.55603377512085,-6.07,-6.19,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.23 >= 20.00,"ema_trend:-0.07, higher_tf_trend:-0.24, rsi_momentum:-0.19, volume_confirmation:0.16"
1d,BNBUSDT,Bullish,2023-03-18T00:00:00+00:00,2023-03-22T00:00:00+00:00,338.63,317.33597123381077,-6.29,-6.41,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 22.05 >= 20.00,"ema_trend:0.04, higher_tf_trend:-0.24, rsi_momentum:0.20, volume_confirmation:0.20"
1d,XRPUSDT,Bearish,2023-02-14T00:00:00+00:00,2023-02-15T00:00:00+00:00,0.3704,0.3969889049500889,-7.18,-7.30,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.45 >= 20.00,"ema_trend:0.04, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,XRPUSDT,Bearish,2023-02-16T00:00:00+00:00,2023-03-03T00:00:00+00:00,0.4012,0.3596934316079208,10.35,10.31,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.22 >= 20.00,"ema_trend:0.04, higher_tf_trend:-0.30, rsi_momentum:0.04"
1d,XRPUSDT,Bearish,2023-03-05T00:00:00+00:00,2023-03-08T00:00:00+00:00,0.3733,0.39737048311822365,-6.45,-6.57,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.16 >= 20.00,"ema_trend:-0.04, higher_tf_trend:-0.30, rsi_momentum:-0.07"
1d,XRPUSDT,Bearish,2023-03-10T00:00:00+00:00,2023-03-19T00:00:00+00:00,0.3705,0.3976584116521661,-7.33,-7.45,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 23.02 >= 20.00,"ema_trend:-0.05, higher_tf_trend:-0.30, rsi_momentum:-0.05, volume_confirmation:0.20"
1d,XRPUSDT,Bullish,2023-03-29T00:00:00+00:00,2024-04-02T00:00:00+00:00,0.5145,0.5858,13.86,13.74,break_even,force_close,BULL_TREND,EMA(9) > EMA(21) and ADX 39.08 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.18"
1d,ADAUSDT,Bearish,2023-02-28T00:00:00+00:00,2023-03-03T00:00:00+00:00,0.3646,0.3175859878162954,12.89,12.85,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.13 >= 20.00,"ema_trend:0.18, higher_tf_trend:-0.30, rsi_momentum:-0.04"
1d,ADAUSDT,Bearish,2023-03-04T00:00:00+00:00,2023-03-21T00:00:00+00:00,0.3428,0.37454616395909324,-9.26,-9.38,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 22.04 >= 20.00,"ema_trend:0.08, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,ADAUSDT,Bearish,2023-03-22T00:00:00+00:00,2023-03-31T00:00:00+00:00,0.3694,0.40491603301534274,-9.61,-9.73,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 23.62 >= 20.00,"ema_trend:-0.10, higher_tf_trend:-0.30, rsi_momentum:0.07"
1d,BTCUSDT,Bullish,2023-04-17T00:00:00+00:00,2023-04-19T00:00:00+00:00,30286.6,28863.730453111824,-4.70,-4.82,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 39.71 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.26, rsi_momentum:0.19"
1d,BTCUSDT,Bullish,2023-04-29T00:00:00+00:00,2023-05-08T00:00:00+00:00,29300.0,27570.918425400316,-5.90,-6.02,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 25.69 >= 20.00,"ema_trend:0.20, higher_tf_trend:-0.21, rsi_momentum:0.06, volume_confirmation:0.16"
1d,BTCUSDT,Bearish,2023-05-14T00:00:00+00:00,2023-05-29T00:00:00+00:00,26762.7,28361.333560234496,-5.97,-6.09,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.54 >= 20.00,"ema_trend:0.05, higher_tf_trend:-0.08, rsi_momentum:-0.12"
1d,ETHUSDT,Bullish,2023-04-14T00:00:00+00:00,2023-04-21T00:00:00+00:00,2011.8,1898.0129972167638,-5.66,-5.78,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 29.02 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.11"
1d,ETHUSDT,Bearish,2023-04-28T00:00:00+00:00,2024-04-02T00:00:00+00:00,1907.67,3280.76,-71.98,-72.10,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 22.66 >= 20.00,"ema_trend:0.20, higher_tf_trend:-0.25, rsi_momentum:0.00, volume_confirmation:-0.17"
1d,SOLUSDT,Bearish,2023-05-24T00:00:00+00:00,2024-04-02T00:00:00+00:00,20.024,181.679,-807.31,-807.43,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.64 >= 20.00,"ema_trend:-0.13, higher_tf_trend:-0.30, rsi_momentum:-0.08"
1d,BNBUSDT,Bullish,2023-04-17T00:00:00+00:00,2023-04-19T00:00:00+00:00,347.85,332.10818410558863,-4.53,-4.65,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 21.57 >= 20.00,"ema_trend:0.11, higher_tf_trend:-0.06, rsi_momentum:0.20"
1d,BNBUSDT,Bullish,2023-04-23T00:00:00+00:00,2023-05-08T00:00:00+00:00,331.82,313.1037098520429,-5.64,-5.76,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 22.58 >= 20.00,"ema_trend:0.11, higher_tf_trend:-0.06, rsi_momentum:0.05, volume_confirmation:0.20"
1d,XRPUSDT,Bearish,2023-04-22T00:00:00+00:00,2023-05-29T00:00:00+00:00,0.4485,0.4931913504889621,-9.96,-10.08,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 37.61 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,ADAUSDT,Bullish,2023-04-16T00:00:00+00:00,2023-04-19T00:00:00+00:00,0.4525,0.4214582363840176,-6.86,-6.98,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 32.84 >= 20.00,"ema_trend:0.25, higher_tf_trend:-0.30, rsi_momentum:0.20, volume_confirmation:0.13"
1d,ADAUSDT,Bearish,2023-05-13T00:00:00+00:00,2024-04-02T00:00:00+00:00,0.3701,0.5809,-56.96,-57.08,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.31 >= 20.00,"ema_trend:-0.03, higher_tf_trend:-0.30, rsi_momentum:-0.06"
1d,BTCUSDT,Bearish,2023-06-02T00:00:00+00:00,2023-06-14T00:00:00+00:00,26805.3,24878.295188633292,7.19,7.15,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.51 >= 20.00,"ema_trend:-0.03, rsi_momentum:-0.05"
1d,BTCUSDT,Bearish,2023-06-15T00:00:00+00:00,2023-06-16T00:00:00+00:00,25115.9,26475.01685376744,-5.41,-5.53,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 27.32 >= 20.00,"ema_trend:-0.09, rsi_momentum:-0.14"
1d,BTCUSDT,Bearish,2023-06-17T00:00:00+00:00,2023-06-20T00:00:00+00:00,26336.0,27753.06657289131,-5.38,-5.50,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 28.01 >= 20.00,"ema_trend:-0.09, rsi_momentum:-0.01"
1d,BTCUSDT,Bullish,2023-06-22T00:00:00+00:00,2024-04-02T00:00:00+00:00,29988.5,65505.3,118.43,118.31,break_even,force_close,BULL_TREND,EMA(9) > EMA(21) and ADX 25.56 >= 20.00,"rsi_momentum:0.20, volume_confirmation:0.15"
1d,ETHUSDT,Bearish,2023-06-13T00:00:00+00:00,2023-06-21T00:00:00+00:00,1741.61,1833.7350736892724,-5.29,-5.41,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 21.46 >= 20.00,"ema_trend:-0.03, higher_tf_trend:-0.05, rsi_momentum:-0.11"
1d,ETHUSDT,Bullish,2023-06-26T00:00:00+00:00,2024-04-02T00:00:00+00:00,1898.27,3280.76,72.83,72.71,break_even,force_close,BULL_TREND,EMA(9) > EMA(21) and ADX 24.39 >= 20.00,rsi_momentum:0.10
1d,SOLUSDT,Bearish,2023-06-20T00:00:00+00:00,2023-06-29T00:00:00+00:00,16.1,17.987492197315305,-11.72,-11.84,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 36.55 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:-0.10"
1d,SOLUSDT,Bearish,2023-06-30T00:00:00+00:00,2023-07-04T00:00:00+00:00,17.988,19.878460408302825,-10.51,-10.63,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 26.67 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.30, rsi_momentum:0.04"
1d,BNBUSDT,Bearish,2023-06-07T00:00:00+00:00,2023-06-08T00:00:00+00:00,281.18,261.7782592472505,6.90,6.86,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.01 >= 20.00,"ema_trend:-0.11, rsi_momentum:-0.20, volume_confirmation:-0.20"
1d,BNBUSDT,Bearish,2023-06-09T00:00:00+00:00,2023-06-10T00:00:00+00:00,261.96,239.26844802441497,8.66,8.62,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 26.76 >= 20.00,"ema_trend:-0.17, rsi_momentum:-0.20, volume_confirmation:-0.20"
1d,BNBUSDT,Bearish,2023-06-11T00:00:00+00:00,2023-06-22T00:00:00+00:00,238.74,256.55868123766624,-7.46,-7.58,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 33.40 >= 20.00,"ema_trend:-0.24, rsi_momentum:-0.20, volume_confirmation:-0.16"
1d,BNBUSDT,Bearish,2023-06-23T00:00:00+00:00,2023-07-14T00:00:00+00:00,240.91,259.31053578158986,-7.64,-7.76,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 41.93 >= 20.00,"ema_trend:-0.25, higher_tf_trend:-0.15, rsi_momentum:-0.16"
1d,BNBUSDT,Bearish,2023-07-19T00:00:00+00:00,2024-04-02T00:00:00+00:00,240.48,551.83,-129.47,-129.59,break_even,force_close,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.17 >= 20.00,"ema_trend:-0.22, higher_tf_trend:-0.30, rsi_momentum:-0.03"
1d,XRPUSDT,Bullish,2023-06-05T00:00:00+00:00,2023-06-06T00:00:00+00:00,0.5354,0.5032115342738406,-6.01,-6.13,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 27.14 >= 20.00,"ema_trend:0.17, higher_tf_trend:-0.17, rsi_momentum:0.20"
1d,XRPUSDT,Bullish,2023-06-10T00:00:00+00:00,2023-06-14T00:00:00+00:00,0.5375,0.5007425078559846,-6.84,-6.96,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 26.24 >= 20.00,"ema_trend:0.22, higher_tf_trend:-0.17, rsi_momentum:0.14"
1d,XRPUSDT,Bullish,2023-07-14T00:00:00+00:00,2023-07-15T00:00:00+00:00,0.8154,0.7352389346924959,-9.83,-9.95,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 22.68 >= 20.00,"ema_trend:0.16, higher_tf_trend:-0.03, rsi_momentum:0.20"
1d,XRPUSDT,Bullish,2023-07-19T00:00:00+00:00,2023-07-24T00:00:00+00:00,0.7776,0.6858133643697211,-11.80,-11.92,loss,stop_loss,BULL_TREND,EMA(9) > EMA(21) and ADX 40.82 >= 20.00,"ema_trend:0.25, higher_tf_trend:0.17, rsi_momentum:0.20"
1d,XRPUSDT,Bullish,2023-07-28T00:00:00+00:00,2024-04-02T00:00:00+00:00,0.7136,0.5858,-17.91,-18.03,break_even,force_close,BULL_TREND,EMA(9) > EMA(21) and ADX 50.55 >= 20.00,"ema_trend:0.25, higher_tf_trend:0.30, rsi_momentum:0.08"
1d,ADAUSDT,Bearish,2023-06-08T00:00:00+00:00,2023-06-10T00:00:00+00:00,0.322,0.28582885107506506,11.23,11.19,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 20.50 >= 20.00,"ema_trend:-0.10, higher_tf_trend:-0.30, rsi_momentum:-0.20, volume_confirmation:0.15"
1d,ADAUSDT,Bearish,2023-06-11T00:00:00+00:00,2023-07-13T00:00:00+00:00,0.2744,0.30651597162003935,-11.70,-11.82,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 29.37 >= 20.00,"ema_trend:-0.23, higher_tf_trend:-0.30, rsi_momentum:-0.20, volume_confirmation:-0.20"
1d,BTCUSDT,Bearish,2023-08-27T00:00:00+00:00,2023-08-29T00:00:00+00:00,26004.3,27088.055285507216,-4.17,-4.29,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 34.78 >= 20.00,"ema_trend:-0.17, higher_tf_trend:0.21, rsi_momentum:-0.20"
1d,BTCUSDT,Bearish,2023-09-02T00:00:00+00:00,2023-09-18T00:00:00+00:00,25795.6,27101.20249979332,-5.06,-5.18,loss,stop_loss,BEAR_TREND,EMA(9) < EMA(21) and ADX 30.37 >= 20.00,"ema_trend:-0.17, higher_tf_trend:0.18, rsi_momentum:-0.14, volume_confirmation:-0.13"
1d,ETHUSDT,Bearish,2023-08-18T00:00:00+00:00,2023-09-11T00:00:00+00:00,1681.0,1555.3267952364179,7.48,7.44,win,take_profit,BEAR_TREND,EMA(9) < EMA(21) and ADX 29.02 >= 20.00,"ema_trend:-0.05, higher_tf_trend:0.07, rsi_momentum:-0.20"
